battery_percentage,battery_age_years,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,top_speed_kmph,total_power_kw,total_torque_nm,battery_capacity_kwh,battery_per_kWh,battery_remaining_kWh,electric_range_km
16.57,6.04,cold,-4.89,27.73,0.1,no,Eco,RWD,201.69,70.12,302.44,57.5,0.29,9.53,241.42
88.73,1.84,mild,3.92,31.7,0.99,no,Eco,RWD,143.11,131.93,264.86,37.56,2.36,33.33,356.25
19.28,3.76,mild,1.23,84.98,0.92,no,Normal,RWD,131.28,189.84,359.05,33.72,0.57,6.5,263.51
90.98,8.04,cold,3.51,90.15,0.98,yes,Sport,FWD,199.16,141.29,403.81,62.6,1.45,56.95,355.64
64.82,0.88,cold,4.23,26.69,0.53,no,Normal,RWD,211.1,60.95,445.37,65.44,0.99,42.42,380.07
34.52,5.3,mild,0.15,47.05,0.47,yes,Eco,RWD,248.45,81.45,510.18,59.41,0.58,20.51,304.19
98.57,9.18,hot,-4.58,59.68,0.57,no,Sport,RWD,128.25,97.42,391.94,87.75,1.12,86.5,536.32
72.8,2.54,mild,4.9,73.35,0.66,no,Normal,FWD,184.95,55.3,371.67,32.99,2.21,24.02,349.46
10.3,8.29,hot,-1.55,106.76,0.33,no,Sport,RWD,196.94,168.21,589.26,74.53,0.14,7.68,214.58
59.61,1.71,cold,1.16,72.03,0.23,yes,Eco,FWD,138.35,149.64,455.44,98.73,0.6,58.85,463.49
69.98,4.68,hot,-0.44,25.97,0.45,yes,Normal,FWD,212.53,73.11,181.16,35.18,1.99,24.62,290.29
13.73,3.86,cold,4.89,78.07,0.49,yes,Eco,RWD,206.06,195.87,421.57,89.81,0.15,12.33,243.19
29.52,1.95,hot,3.34,21.06,0.87,no,Sport,RWD,163.19,192.28,288.39,34.65,0.85,10.23,226.1
19.12,4.63,cold,1.29,55.04,0.95,no,Sport,FWD,224.27,109.1,157.88,46.9,0.41,8.97,201.21
32.6,0.73,hot,-1.39,58.7,0.72,no,Eco,RWD,175.33,95.5,510.64,41.93,0.78,13.67,295.2
43.35,9.46,cold,-1.69,37.99,0.69,no,Normal,FWD,232.73,68.35,278.55,62.67,0.69,27.17,293.98
74.29,0.5,hot,4.41,41.58,0.72,yes,Normal,FWD,243.36,140.07,381.74,59.73,1.24,44.37,386.12
69.96,7.93,cold,1.98,20.48,0.08,no,Sport,RWD,135.3,132.54,423.54,38.25,1.83,26.76,285.68
45.17,6.81,cold,-4.79,123.21,0.5,no,Normal,FWD,193.38,125.08,326.03,35.87,1.26,16.2,225.58
18.9,9.2,hot,2.72,35.89,0.8,no,Normal,RWD,217.61,178.83,144.65,92.89,0.2,17.56,240.56
84.42,9.59,cold,3.48,82.39,0.26,no,Sport,FWD,131.35,153.62,460.07,95.95,0.88,81.0,489.02
24.47,4.77,mild,-1.39,72.27,0.46,no,Eco,FWD,217.41,135.15,196.61,60.38,0.41,14.77,322.86
36.0,7.12,cold,-0.9,30.35,0.97,no,Sport,FWD,229.01,100.78,214.9,66.45,0.54,23.92,238.28
57.09,4.22,mild,0.95,27.38,0.23,yes,Sport,FWD,186.33,178.22,118.16,76.04,0.75,43.41,379.63
22.84,7.66,hot,1.23,93.21,0.95,yes,Normal,RWD,165.77,142.17,437.48,30.29,0.75,6.92,178.67
76.71,7.91,mild,1.36,43.82,0.94,no,Normal,FWD,225.4,81.29,449.54,68.23,1.12,52.34,426.67
43.54,7.73,hot,-0.67,109.27,0.07,yes,Eco,RWD,124.35,192.96,480.54,54.27,0.8,23.63,280.24
97.92,3.49,cold,-2.14,83.69,0.11,no,Sport,FWD,211.52,69.5,365.49,64.75,1.51,63.4,456.12
14.32,3.88,mild,-1.71,40.2,0.17,yes,Sport,FWD,125.73,76.73,248.67,30.94,0.46,4.43,250.38
90.59,4.35,cold,-1.99,49.44,0.87,yes,Normal,RWD,165.52,83.16,339.78,42.22,2.15,38.25,331.53
54.64,6.72,cold,2.03,57.11,0.72,yes,Eco,RWD,165.31,168.54,221.42,32.35,1.69,17.68,235.91
23.52,8.82,hot,-3.13,62.6,0.08,no,Sport,FWD,229.67,111.33,410.24,48.79,0.48,11.48,243.53
26.09,6.74,hot,-4.77,34.89,0.14,yes,Sport,FWD,236.0,129.1,460.72,35.39,0.74,9.23,201.49
78.94,7.64,cold,4.41,101.48,0.21,yes,Eco,RWD,230.67,98.37,242.89,92.66,0.85,73.15,455.62
85.77,4.89,cold,4.99,123.14,0.89,yes,Eco,FWD,230.91,158.45,496.11,32.79,2.62,28.12,249.42
58.89,0.3,cold,-3.54,67.08,0.52,yes,Eco,FWD,190.2,163.4,243.86,37.72,1.56,22.21,295.39
76.65,1.99,hot,3.03,78.82,0.23,no,Eco,RWD,225.24,54.25,538.43,85.92,0.89,65.86,520.08
21.53,8.22,mild,-0.05,51.16,0.31,yes,Sport,FWD,136.75,79.15,418.24,89.58,0.24,19.29,286.0
16.68,1.61,mild,-4.5,82.09,0.98,yes,Eco,FWD,139.82,130.74,382.42,91.27,0.18,15.22,283.16
14.14,8.59,cold,4.18,51.45,0.42,yes,Sport,FWD,182.46,65.47,152.97,46.53,0.3,6.58,163.3
73.17,0.17,cold,0.58,78.25,0.16,yes,Eco,RWD,121.11,72.12,499.01,86.19,0.85,63.07,482.11
39.47,7.26,mild,2.96,44.92,0.34,yes,Normal,RWD,247.53,196.7,509.54,86.01,0.46,33.95,329.02
49.05,8.92,hot,-0.35,93.01,0.51,no,Normal,RWD,235.11,93.64,208.73,55.64,0.88,27.29,330.16
88.43,0.27,hot,-3.74,92.74,0.27,yes,Eco,RWD,227.21,95.67,576.18,80.24,1.1,70.96,530.92
57.64,3.48,hot,-1.44,60.98,0.23,no,Normal,FWD,123.51,94.23,415.15,44.44,1.3,25.62,337.95
88.32,3.93,hot,-4.61,37.46,0.36,no,Sport,FWD,139.85,152.6,212.25,89.67,0.98,79.2,521.13
47.65,6.48,hot,0.84,56.48,0.4,no,Normal,FWD,169.89,168.52,124.31,93.04,0.51,44.33,384.59
32.73,3.67,cold,3.84,81.44,1.0,no,Eco,FWD,216.96,113.63,212.84,35.55,0.92,11.64,227.92
65.5,8.04,cold,4.44,89.63,0.89,yes,Sport,RWD,182.45,123.31,267.94,52.36,1.25,34.3,247.44
63.59,1.82,mild,3.17,55.02,0.22,no,Eco,RWD,193.45,133.03,296.39,39.84,1.6,25.33,381.52
43.87,6.94,cold,4.43,27.33,0.37,yes,Normal,FWD,218.48,160.06,270.33,81.6,0.54,35.8,298.23
21.15,4.11,mild,-0.71,24.3,0.52,no,Normal,FWD,212.93,79.64,187.96,64.81,0.33,13.71,303.88
34.1,9.27,cold,-3.7,97.4,0.51,no,Sport,FWD,211.56,69.45,231.8,71.18,0.48,24.27,244.3
84.96,5.06,mild,-0.82,38.51,0.64,yes,Normal,RWD,149.97,176.63,158.27,51.54,1.65,43.79,388.35
44.04,6.51,cold,4.0,74.53,0.8,yes,Eco,FWD,206.9,171.89,432.34,90.0,0.49,39.64,317.86
34.81,1.27,cold,3.27,72.24,0.68,yes,Eco,FWD,149.02,83.16,188.63,93.5,0.37,32.55,317.83
38.91,5.24,hot,0.45,30.76,0.2,yes,Normal,RWD,123.77,178.76,203.41,66.11,0.59,25.72,294.25
95.05,3.83,hot,-3.4,58.2,0.92,yes,Eco,FWD,123.24,116.07,244.77,71.12,1.34,67.6,466.73
16.09,5.58,hot,0.77,94.61,0.67,no,Normal,RWD,249.1,122.81,405.78,78.94,0.2,12.7,250.32
37.83,0.38,cold,-3.91,120.77,0.06,no,Normal,FWD,196.11,161.18,138.1,76.06,0.5,28.77,334.94
26.31,2.27,hot,3.72,110.2,0.44,yes,Normal,FWD,233.98,115.85,350.1,96.31,0.27,25.34,301.04
70.96,3.72,hot,-1.64,25.08,0.5,no,Normal,RWD,205.05,93.48,429.86,86.95,0.82,61.7,469.28
54.58,6.3,mild,-1.72,99.77,0.73,no,Sport,FWD,172.79,143.3,485.35,89.07,0.61,48.61,390.12
14.1,5.41,mild,-1.32,72.66,0.75,yes,Eco,FWD,175.23,179.74,193.51,69.97,0.2,9.87,260.55
39.87,7.94,hot,4.44,73.99,0.64,yes,Normal,FWD,187.73,67.47,372.02,64.27,0.62,25.62,269.06
48.45,2.75,mild,4.48,31.03,0.43,yes,Normal,FWD,204.36,134.39,430.95,81.71,0.59,39.59,360.34
36.04,1.69,hot,1.51,52.55,0.77,yes,Normal,RWD,154.8,65.5,441.69,69.43,0.52,25.02,295.29
81.25,0.44,cold,1.22,56.35,0.97,no,Sport,RWD,204.9,70.05,455.1,40.47,2.01,32.88,333.47
16.35,8.55,mild,-2.9,90.71,0.23,yes,Eco,FWD,152.51,129.57,548.56,50.82,0.32,8.31,258.71
68.24,3.64,cold,0.53,82.28,0.03,yes,Sport,FWD,176.23,188.39,441.94,33.02,2.07,22.53,288.39
21.66,7.2,mild,-0.44,119.61,0.48,no,Eco,RWD,120.21,187.82,198.71,63.04,0.34,13.65,263.87
80.42,0.62,hot,-2.56,123.06,0.72,yes,Eco,RWD,182.06,112.24,537.58,71.17,1.13,57.23,422.08
55.99,1.13,hot,2.85,51.84,0.43,yes,Normal,RWD,127.18,178.11,575.95,83.21,0.67,46.59,401.33
77.22,2.87,hot,3.67,109.36,0.55,yes,Eco,FWD,205.49,97.22,564.82,80.78,0.96,62.38,453.23
39.21,2.18,cold,0.4,129.51,0.51,no,Sport,FWD,248.5,160.43,351.55,35.93,1.09,14.09,233.95
56.22,9.03,hot,1.85,71.62,0.19,no,Sport,RWD,243.05,58.41,295.97,73.39,0.77,41.26,382.8
10.49,0.15,mild,-1.73,90.02,0.61,no,Sport,FWD,161.95,93.8,112.44,49.06,0.21,5.15,281.22
80.17,3.95,cold,4.93,40.98,0.27,yes,Sport,FWD,141.87,145.83,556.16,60.96,1.32,48.87,364.23
62.44,9.43,cold,0.66,48.56,0.01,yes,Normal,RWD,172.73,197.41,240.19,35.85,1.74,22.38,252.19
88.39,9.81,cold,0.9,109.2,0.82,no,Eco,FWD,194.02,145.03,415.11,46.33,1.91,40.95,322.66
53.92,5.49,mild,1.22,61.24,0.65,no,Sport,RWD,147.49,111.72,457.79,74.04,0.73,39.92,368.2
22.29,0.48,hot,1.84,88.28,0.34,yes,Sport,FWD,206.8,116.63,595.58,53.93,0.41,12.02,254.27
75.96,3.39,mild,4.12,76.34,0.54,yes,Sport,FWD,140.96,106.93,148.7,58.47,1.3,44.41,379.38
22.15,8.11,hot,0.26,76.4,0.28,no,Sport,RWD,213.42,112.28,489.62,49.86,0.44,11.04,248.76
64.81,1.48,cold,2.05,111.17,0.88,no,Normal,FWD,227.21,80.81,436.99,33.06,1.96,21.43,279.37
63.77,2.93,mild,1.15,58.42,0.08,yes,Normal,FWD,199.06,131.13,152.13,40.51,1.57,25.83,348.78
46.33,2.59,cold,2.86,99.37,0.58,no,Sport,RWD,152.08,170.58,310.15,77.45,0.6,35.88,326.89
88.11,0.76,hot,3.58,77.38,0.33,no,Normal,RWD,184.23,92.69,519.52,32.18,2.74,28.35,357.58
20.01,6.6,mild,4.97,97.86,0.13,yes,Sport,FWD,120.26,184.96,244.74,64.59,0.31,12.92,246.68
81.58,1.78,hot,4.96,51.63,0.95,no,Sport,FWD,200.81,62.71,308.41,85.86,0.95,70.04,490.18
41.9,7.34,hot,3.22,59.45,0.41,no,Sport,FWD,162.77,162.57,543.31,32.87,1.27,13.77,263.68
19.23,5.03,hot,-0.94,45.93,0.14,yes,Sport,FWD,227.59,168.32,513.33,59.78,0.32,11.5,252.9
47.91,5.94,mild,-4.01,104.68,0.41,no,Sport,FWD,211.95,127.84,425.08,58.78,0.82,28.16,319.29
22.11,9.72,hot,0.36,74.86,0.0,yes,Sport,RWD,157.99,89.63,351.19,54.66,0.4,12.09,235.85
76.51,7.55,hot,-4.43,60.52,1.0,yes,Eco,RWD,177.64,52.07,279.8,76.81,1.0,58.77,393.74
70.6,2.64,cold,-4.87,83.18,0.28,no,Eco,RWD,149.48,147.24,587.03,84.8,0.83,59.87,466.52
32.78,1.98,mild,4.48,62.28,0.5,no,Sport,RWD,244.09,148.43,148.61,94.33,0.35,30.92,363.88
22.31,4.75,mild,-3.53,100.56,0.92,yes,Sport,FWD,199.57,104.36,233.98,97.92,0.23,21.85,248.43
42.73,7.5,cold,3.41,96.25,0.09,no,Eco,FWD,236.18,83.78,565.42,74.0,0.58,31.62,347.15
14.68,6.93,mild,0.42,73.26,0.21,no,Normal,FWD,132.11,160.51,512.55,44.82,0.33,6.58,282.05
57.21,8.8,mild,4.07,45.98,0.48,no,Normal,FWD,204.78,77.81,582.67,68.02,0.84,38.91,362.61
26.53,9.32,mild,-3.82,126.95,0.6,yes,Eco,FWD,241.68,198.54,450.17,34.99,0.76,9.28,214.66
52.34,8.5,mild,3.78,113.75,0.48,no,Eco,FWD,215.01,65.07,149.82,41.51,1.26,21.73,294.54
38.11,7.51,mild,1.78,33.46,0.39,yes,Normal,FWD,207.12,185.3,164.94,83.1,0.46,31.67,316.59
10.65,5.64,cold,-2.76,104.55,0.97,no,Normal,RWD,214.88,146.66,360.42,35.37,0.3,3.77,178.72
19.33,0.54,cold,-0.06,101.07,0.57,no,Eco,RWD,197.24,129.82,276.69,52.83,0.37,10.21,283.62
77.46,1.41,hot,-3.58,105.49,0.61,no,Eco,RWD,129.79,56.91,431.04,81.16,0.95,62.87,473.95
69.73,0.51,hot,2.49,107.91,0.36,yes,Normal,FWD,148.09,58.05,479.47,63.37,1.1,44.19,399.22
58.0,1.99,mild,-3.55,87.58,0.16,no,Eco,RWD,223.04,188.01,403.35,85.23,0.68,49.43,468.19
56.94,2.14,mild,-3.52,76.99,0.82,no,Normal,FWD,123.41,190.52,118.31,76.56,0.74,43.59,416.62
48.43,6.44,hot,3.51,103.26,0.48,no,Eco,FWD,135.35,180.1,536.55,49.88,0.97,24.16,309.03
57.9,8.44,mild,1.64,114.41,0.93,no,Sport,RWD,210.89,82.91,151.25,39.27,1.47,22.74,260.14
51.81,0.83,cold,2.25,118.08,0.42,no,Normal,RWD,147.65,91.67,315.13,58.86,0.88,30.5,313.36
62.82,4.32,mild,0.65,37.7,0.16,yes,Sport,FWD,166.96,82.86,225.76,74.05,0.85,46.52,409.66
52.62,6.51,cold,1.26,77.13,0.38,no,Eco,RWD,215.05,148.64,196.85,82.42,0.64,43.37,383.98
96.66,3.62,hot,-4.25,82.41,0.06,no,Normal,RWD,240.49,78.58,245.04,36.85,2.62,35.62,388.09
44.55,5.46,cold,4.86,29.6,0.53,no,Normal,RWD,226.14,93.53,113.84,57.89,0.77,25.79,275.57
51.22,8.76,mild,0.58,94.93,1.0,yes,Eco,FWD,247.38,148.65,320.1,91.87,0.56,47.06,389.37
69.6,6.91,hot,0.66,49.13,0.64,yes,Sport,FWD,182.15,113.27,411.14,54.4,1.28,37.86,335.12
73.33,3.91,mild,-0.81,96.19,0.84,no,Eco,FWD,194.11,139.28,429.13,64.17,1.14,47.06,417.74
60.28,7.44,hot,-1.64,120.28,0.09,yes,Normal,RWD,209.11,182.28,515.44,56.5,1.07,34.06,320.18
86.65,6.16,cold,1.1,68.31,0.26,no,Sport,FWD,239.52,117.45,246.63,53.27,1.63,46.16,391.73
90.1,2.45,mild,3.51,106.61,0.87,yes,Normal,FWD,180.14,156.63,467.05,52.94,1.7,47.7,375.9
43.57,7.94,mild,-1.05,117.78,0.15,no,Eco,RWD,184.99,190.38,237.43,80.9,0.54,35.25,379.89
75.77,9.87,hot,3.48,80.59,0.77,no,Sport,RWD,205.72,191.55,106.9,40.85,1.85,30.95,298.29
57.59,5.32,cold,-0.56,77.35,0.19,no,Sport,FWD,238.85,184.7,206.0,75.37,0.76,43.41,386.79
26.4,7.68,hot,-1.29,41.98,0.19,no,Normal,FWD,215.39,189.68,266.34,58.46,0.45,15.43,280.5
65.76,3.15,cold,2.68,64.93,0.36,no,Normal,RWD,192.72,90.42,175.23,83.36,0.79,54.82,435.07
78.02,5.7,cold,-4.34,86.58,0.4,no,Eco,RWD,171.78,171.24,148.1,90.77,0.86,70.82,476.57
80.43,5.69,cold,0.21,35.83,0.17,no,Sport,RWD,179.27,156.91,527.77,79.13,1.02,63.64,463.37
37.06,4.34,mild,0.8,37.0,0.05,no,Eco,RWD,203.33,78.84,325.01,40.13,0.92,14.87,343.22
57.73,6.64,mild,-1.13,24.69,0.77,yes,Eco,RWD,143.47,185.04,439.8,50.98,1.13,29.43,327.54
68.97,4.1,mild,-0.79,36.67,0.19,yes,Sport,FWD,126.1,137.11,509.25,44.62,1.55,30.77,342.22
70.4,5.12,mild,-1.21,60.16,0.93,no,Sport,RWD,228.6,70.98,313.17,57.38,1.23,40.4,388.36
84.82,8.77,cold,2.33,69.65,0.54,yes,Sport,FWD,130.31,61.18,317.77,59.93,1.42,50.83,335.25
74.03,9.69,cold,4.22,104.24,0.87,no,Normal,RWD,120.48,75.34,493.84,87.9,0.84,65.07,410.19
78.56,5.48,cold,-0.57,98.75,0.81,no,Normal,FWD,189.28,144.68,321.0,44.96,1.75,35.32,315.43
78.11,4.51,hot,2.51,34.68,0.52,yes,Normal,RWD,135.55,139.04,403.25,98.69,0.79,77.09,483.42
95.82,7.11,hot,-3.7,48.78,0.38,yes,Eco,FWD,202.52,59.63,254.82,32.13,2.98,30.79,321.58
66.93,5.04,mild,-1.51,63.46,0.6,no,Sport,RWD,244.73,134.83,132.54,90.82,0.74,60.79,477.1
24.41,2.94,hot,-3.03,128.89,0.75,no,Normal,FWD,219.6,115.85,387.61,52.03,0.47,12.7,228.37
46.25,1.06,hot,-0.75,40.66,0.36,no,Sport,RWD,137.3,194.85,426.39,40.76,1.13,18.85,293.33
26.29,6.26,mild,-0.6,68.26,0.38,no,Sport,RWD,229.48,110.32,369.83,84.27,0.31,22.15,326.79
30.49,2.28,mild,4.64,96.63,0.78,no,Normal,RWD,156.62,146.06,377.6,30.38,1.0,9.26,277.69
11.56,2.74,cold,-3.66,72.06,0.14,yes,Sport,RWD,156.29,147.67,439.96,92.36,0.13,10.68,235.02
80.69,8.69,mild,2.42,111.83,0.59,no,Sport,RWD,158.66,173.4,394.76,92.58,0.87,74.7,493.09
65.11,8.6,mild,2.73,100.42,0.19,no,Normal,FWD,154.43,163.78,412.42,76.77,0.85,49.98,432.83
13.06,3.5,cold,-4.48,71.19,0.28,no,Eco,RWD,183.78,62.93,569.14,53.7,0.24,7.01,242.68
37.46,1.88,cold,-2.51,89.68,0.82,yes,Eco,RWD,211.69,168.77,587.68,35.55,1.05,13.32,252.29
79.12,4.43,hot,-2.25,72.57,0.61,yes,Sport,RWD,174.75,129.05,543.9,95.27,0.83,75.38,487.12
69.94,3.31,cold,0.46,60.07,0.99,yes,Sport,FWD,159.12,148.49,566.67,73.15,0.96,51.16,362.77
37.35,5.5,mild,-1.63,67.77,0.39,yes,Eco,FWD,190.21,85.41,310.8,67.57,0.55,25.24,327.52
64.84,2.15,hot,0.29,91.22,0.1,no,Sport,RWD,160.49,66.98,441.12,95.78,0.68,62.1,478.83
20.63,6.64,cold,3.59,31.44,0.97,no,Sport,FWD,219.01,190.83,208.05,68.08,0.3,14.04,190.43
48.55,0.81,mild,-1.83,54.7,0.4,yes,Sport,RWD,152.16,177.77,234.34,66.98,0.72,32.52,350.98
25.61,9.23,hot,2.7,62.5,0.4,yes,Normal,FWD,185.33,193.9,417.64,71.94,0.36,18.42,234.94
47.81,9.56,mild,4.84,106.78,0.64,yes,Eco,FWD,154.78,162.74,447.06,35.64,1.34,17.04,244.18
87.02,2.18,cold,-1.74,45.35,0.65,yes,Sport,FWD,187.49,197.07,373.22,65.41,1.33,56.92,400.16
85.39,9.61,cold,-2.71,113.1,0.62,no,Sport,RWD,175.85,196.55,409.87,47.08,1.81,40.2,284.73
44.52,0.94,mild,1.78,44.75,0.61,no,Sport,RWD,191.98,118.35,328.66,70.26,0.63,31.28,355.58
38.84,2.37,cold,-2.02,29.61,0.62,yes,Eco,RWD,126.97,112.17,171.69,72.7,0.53,28.24,288.49
21.94,5.63,mild,4.76,101.32,0.91,no,Sport,RWD,125.73,152.34,120.24,88.31,0.25,19.38,257.09
22.93,6.32,hot,-1.25,92.15,0.17,no,Sport,FWD,184.08,82.0,442.19,44.28,0.52,10.15,269.74
99.84,3.76,mild,2.38,89.49,0.4,yes,Normal,FWD,189.46,122.83,422.72,59.36,1.68,59.27,450.56
25.15,6.35,mild,-3.61,45.96,0.71,yes,Sport,FWD,156.15,152.06,578.13,40.54,0.62,10.2,224.62
85.51,0.6,mild,-4.13,86.97,0.66,yes,Sport,RWD,204.89,105.84,489.26,49.37,1.73,42.22,387.79
53.45,8.0,mild,-3.92,27.32,0.21,no,Eco,RWD,147.73,165.95,366.72,62.65,0.85,33.49,360.98
15.58,5.68,hot,4.7,68.84,0.47,yes,Eco,RWD,140.25,155.98,485.78,38.86,0.4,6.05,229.09
64.16,3.13,cold,-0.84,79.52,0.68,no,Eco,FWD,175.1,121.2,597.62,52.61,1.22,33.75,342.75
17.15,7.39,cold,1.54,71.5,0.53,yes,Eco,RWD,212.39,176.79,382.96,46.02,0.37,7.89,193.16
14.5,0.05,hot,1.28,94.03,0.01,no,Sport,RWD,182.67,73.99,587.3,85.23,0.17,12.36,315.5
51.23,1.92,cold,1.54,64.2,0.59,yes,Eco,FWD,197.82,148.65,374.59,57.04,0.9,29.22,325.56
38.21,3.35,hot,-4.83,51.55,0.3,yes,Eco,RWD,126.46,68.48,526.6,31.85,1.2,12.17,269.08
25.93,7.36,hot,3.66,96.68,0.89,yes,Eco,FWD,221.1,151.71,181.43,95.05,0.27,24.65,254.67
57.82,3.61,mild,-4.96,92.86,0.76,no,Eco,FWD,211.93,122.2,172.83,60.81,0.95,35.16,377.31
77.1,3.96,mild,0.84,38.02,0.27,yes,Sport,FWD,152.6,156.31,261.63,53.11,1.45,40.95,374.1
81.95,3.48,mild,3.48,76.04,0.66,no,Eco,FWD,168.32,52.42,283.66,86.67,0.95,71.03,547.87
29.26,0.67,hot,2.05,127.51,0.14,yes,Eco,RWD,165.98,171.5,457.41,49.74,0.59,14.55,281.62
18.87,7.06,cold,2.77,100.44,0.31,no,Eco,FWD,249.11,91.99,567.89,32.32,0.58,6.1,228.34
42.75,6.36,hot,4.84,80.72,0.98,no,Normal,FWD,146.0,81.32,445.96,39.66,1.08,16.95,273.15
62.47,3.28,mild,4.82,66.8,0.23,yes,Sport,FWD,131.73,102.17,295.93,34.42,1.81,21.5,301.75
91.17,1.09,hot,-0.32,107.36,0.54,no,Normal,FWD,216.81,198.27,307.52,98.98,0.92,90.24,588.16
83.26,5.1,mild,2.42,102.26,0.02,no,Normal,FWD,236.47,140.99,580.03,61.64,1.35,51.32,461.58
72.0,8.42,cold,4.42,41.18,0.83,yes,Normal,RWD,234.03,198.76,291.33,39.95,1.8,28.76,253.12
34.97,4.07,mild,2.44,90.09,0.9,no,Eco,FWD,182.48,102.17,585.11,47.73,0.73,16.69,299.96
18.4,5.16,mild,-0.67,65.23,0.67,no,Normal,FWD,179.31,71.92,155.74,36.68,0.5,6.75,259.05
26.88,2.47,hot,-0.76,30.07,0.38,yes,Sport,FWD,205.2,110.22,220.94,48.62,0.55,13.07,247.66
84.07,9.34,hot,-0.23,76.62,0.45,yes,Sport,RWD,178.23,86.13,178.3,40.68,2.07,34.2,293.06
76.53,5.04,mild,1.49,92.48,0.24,yes,Sport,RWD,179.58,51.45,361.45,57.23,1.34,43.8,376.7
58.17,3.61,cold,-2.32,95.92,0.73,yes,Sport,RWD,224.36,75.03,456.66,96.8,0.6,56.31,380.01
74.12,3.27,cold,4.07,59.45,0.2,yes,Eco,FWD,181.04,114.2,195.83,77.11,0.96,57.15,422.93
48.84,3.45,hot,3.13,90.4,0.03,yes,Sport,RWD,241.32,75.55,577.68,62.67,0.78,30.61,330.66
80.28,7.57,cold,-0.73,42.62,0.95,yes,Normal,RWD,132.71,198.6,416.95,69.67,1.15,55.93,375.37
13.3,7.52,hot,2.12,107.22,0.65,yes,Eco,RWD,218.64,135.86,489.77,62.02,0.21,8.25,193.01
29.49,6.18,cold,-1.95,21.48,0.37,yes,Normal,FWD,145.64,50.45,137.14,42.74,0.69,12.6,222.94
85.52,6.41,hot,3.14,44.61,0.17,yes,Normal,FWD,133.85,166.57,563.79,81.34,1.05,69.56,472.59
46.77,4.14,hot,-1.76,78.74,0.8,yes,Eco,RWD,143.02,73.53,588.37,71.1,0.66,33.25,346.56
72.88,2.14,mild,2.42,70.51,0.84,no,Eco,RWD,136.26,120.98,593.26,61.18,1.19,44.59,430.04
98.87,2.85,cold,4.86,111.7,0.59,no,Eco,RWD,141.99,86.12,172.74,39.99,2.47,39.54,362.38
44.22,9.47,hot,3.9,22.05,0.03,yes,Sport,FWD,244.73,166.64,537.01,71.96,0.61,31.82,271.15
53.32,7.69,cold,-2.68,76.99,0.78,no,Eco,FWD,206.71,99.45,102.98,82.19,0.65,43.82,371.42
33.86,5.83,cold,4.67,97.83,0.03,no,Normal,RWD,160.44,74.71,247.27,70.21,0.48,23.77,299.44
83.68,2.63,hot,3.98,113.26,0.58,yes,Sport,RWD,179.32,171.79,532.23,58.28,1.44,48.77,364.91
69.77,3.55,hot,4.77,116.61,0.03,no,Normal,RWD,227.7,197.46,594.42,81.04,0.86,56.54,438.28
86.12,5.31,mild,-4.93,118.37,0.13,no,Normal,RWD,197.0,92.65,532.86,95.28,0.9,82.06,562.27
63.94,8.31,mild,3.83,116.01,0.3,yes,Eco,FWD,221.73,85.33,323.17,34.1,1.88,21.8,286.74
30.43,8.29,cold,4.88,96.16,0.42,no,Sport,RWD,212.63,121.57,473.93,57.64,0.53,17.54,241.91
96.41,2.45,cold,0.12,23.79,0.11,yes,Normal,FWD,217.22,119.84,205.76,85.86,1.12,82.78,540.03
27.45,4.9,mild,4.68,58.38,0.58,no,Sport,RWD,137.48,196.18,434.71,36.78,0.75,10.1,259.74
90.25,6.15,hot,-2.46,33.59,0.01,yes,Eco,FWD,181.78,196.8,261.88,67.24,1.34,60.68,463.66
88.14,6.2,cold,-1.52,30.02,0.53,no,Sport,RWD,188.07,135.03,480.68,72.53,1.22,63.93,419.21
15.03,5.15,cold,-0.75,83.75,0.99,yes,Eco,FWD,235.34,73.36,456.44,41.37,0.36,6.22,196.33
61.17,9.6,mild,-0.93,120.29,0.42,yes,Normal,RWD,121.41,89.71,224.59,75.64,0.81,46.27,352.29
18.14,9.63,cold,2.71,33.43,0.07,yes,Normal,FWD,127.33,198.52,383.51,67.36,0.27,12.22,192.77
26.93,5.39,cold,0.66,49.19,0.1,no,Normal,FWD,121.85,139.14,571.86,92.18,0.29,24.82,326.93
34.86,6.88,hot,-2.95,85.66,0.89,yes,Sport,FWD,204.84,190.71,305.98,55.62,0.63,19.39,239.83
35.18,9.84,hot,3.55,98.46,0.22,no,Eco,RWD,221.79,173.14,258.63,64.86,0.54,22.82,310.53
44.63,5.98,hot,-0.33,86.54,0.85,no,Sport,FWD,227.98,53.05,481.49,51.99,0.86,23.2,275.45
83.66,3.74,mild,1.54,82.64,0.5,no,Normal,FWD,121.53,169.53,166.97,39.15,2.14,32.75,377.47
88.25,6.78,cold,-0.5,116.7,0.17,no,Sport,FWD,149.43,122.3,178.68,71.23,1.24,62.86,433.37
55.87,6.94,cold,-0.03,129.98,0.41,yes,Sport,RWD,199.14,158.5,107.4,56.58,0.99,31.61,247.91
56.04,2.3,hot,-3.16,41.53,0.59,yes,Eco,FWD,164.68,199.21,229.05,40.42,1.39,22.65,299.9
46.85,9.41,mild,-0.24,41.02,1.0,no,Sport,FWD,204.04,111.53,543.38,69.84,0.67,32.72,325.29
60.29,0.2,mild,-3.71,73.2,0.58,no,Eco,RWD,163.35,117.14,441.8,54.84,1.1,33.06,386.51
