hydrogen_percentage,fuel_cell_age_years,fuel_cell_efficiency,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,cargo_volume_liters,top_speed_kmph,total_power_kw,total_torque_nm,range_in_km
19.14,10.65,40.79,hot,1.1,60.13,0.92,no,sport,AWD,1433.67,291.94,66.45,478.18,378.61
27.66,7.22,42.99,cold,-0.52,68.75,0.91,no,eco,FWD,1939.5,264.77,246.86,261.97,548.66
57.86,2.03,47.72,mild,3.98,43.06,0.15,yes,normal,AWD,1857.3,203.81,247.0,168.29,579.87
54.01,9.89,54.36,mild,-1.69,42.68,0.72,no,sport,RWD,652.92,238.9,237.32,556.57,576.74
55.09,3.12,42.96,mild,-0.81,28.42,0.84,no,normal,AWD,956.68,215.45,199.94,274.33,546.75
36.28,0.28,64.87,hot,-4.37,25.87,0.38,yes,normal,AWD,245.37,294.8,89.14,645.5,527.07
51.99,3.07,58.1,mild,-0.73,110.56,0.4,yes,normal,RWD,1142.66,256.95,58.97,666.43,471.6
55.48,3.7,51.68,mild,-1.31,57.68,0.54,no,eco,FWD,1690.94,259.47,244.03,707.42,633.73
82.5,4.97,48.66,cold,4.72,50.0,0.77,yes,normal,AWD,1373.03,223.56,50.42,743.66,473.06
49.49,3.32,62.67,hot,-1.66,36.6,0.89,no,sport,AWD,473.35,291.25,124.49,724.11,541.18
67.72,1.46,56.23,hot,-4.68,33.46,0.02,no,sport,FWD,1959.39,207.18,93.98,563.5,547.17
67.02,14.08,48.75,hot,-1.29,24.92,0.33,no,normal,FWD,1601.02,292.91,72.68,157.53,487.64
75.28,9.95,56.92,mild,4.8,53.97,0.39,no,eco,AWD,709.42,201.8,60.14,721.51,559.83
45.29,7.88,60.29,cold,0.93,73.35,0.24,no,normal,AWD,1937.0,160.76,207.46,775.8,578.24
39.47,0.04,61.31,hot,3.53,70.01,0.12,yes,eco,RWD,1830.2,198.22,202.07,896.34,599.35
10.57,11.25,60.9,hot,-3.48,48.29,0.66,yes,sport,RWD,1532.41,296.21,122.69,779.25,421.24
81.79,13.04,61.18,hot,-0.89,58.1,0.06,no,sport,AWD,700.21,175.52,137.21,926.27,591.13
10.96,1.85,43.23,hot,3.48,75.15,0.07,yes,sport,FWD,1072.6,235.8,180.22,950.52,482.54
56.76,13.99,51.26,cold,0.51,85.42,0.2,no,sport,RWD,504.17,191.11,177.6,357.89,570.2
52.87,14.35,59.13,mild,-1.02,75.19,0.16,no,normal,AWD,818.97,266.17,200.48,446.38,606.37
72.08,5.9,40.22,cold,-2.19,104.13,0.13,yes,sport,AWD,368.5,221.87,210.95,461.39,543.48
56.91,7.19,58.43,cold,0.56,110.95,0.21,no,sport,FWD,1103.12,261.98,240.09,695.44,568.33
77.07,4.06,41.26,cold,-4.07,99.58,0.83,no,sport,AWD,1680.34,168.08,53.97,504.89,438.6
72.85,1.74,53.84,cold,-3.43,77.94,0.87,yes,eco,FWD,789.18,197.64,210.43,870.35,621.33
19.01,3.88,60.41,mild,-3.37,114.96,0.6,yes,eco,AWD,1686.23,233.18,156.17,132.33,455.83
56.7,4.86,64.46,mild,-4.55,84.8,0.04,no,normal,FWD,828.8,265.65,148.95,742.98,624.59
79.1,3.5,54.43,mild,-3.23,63.53,0.25,yes,eco,AWD,1870.04,247.52,98.14,411.32,581.41
40.23,3.82,46.34,mild,2.77,87.47,0.41,yes,normal,FWD,1614.29,258.97,160.68,606.29,507.31
29.7,6.57,56.51,mild,3.61,31.56,0.53,yes,sport,AWD,1882.83,295.72,83.93,751.34,399.1
57.54,5.67,44.98,mild,-4.01,92.78,0.8,no,normal,FWD,690.55,178.71,219.17,947.81,549.56
34.86,8.91,56.09,cold,4.75,63.87,0.75,yes,normal,AWD,875.31,209.56,103.67,831.99,458.18
81.44,9.99,53.85,mild,1.89,84.56,0.96,yes,eco,RWD,625.12,190.5,84.11,366.15,542.31
34.14,11.55,45.78,mild,-4.57,79.43,0.34,yes,sport,FWD,1556.62,261.48,242.13,211.81,466.88
96.06,8.75,45.32,cold,-3.34,85.49,0.88,yes,eco,FWD,1290.96,212.62,241.4,459.94,620.61
74.74,7.99,61.98,cold,3.05,107.98,0.46,yes,eco,AWD,871.9,289.78,216.72,912.67,589.14
68.51,6.99,40.86,hot,-0.54,108.02,0.1,yes,sport,RWD,1823.9,243.31,220.29,883.71,542.35
56.79,12.59,61.37,hot,-2.19,99.23,0.46,yes,eco,AWD,1836.82,277.09,85.99,326.47,476.19
19.48,0.27,48.48,mild,4.84,107.61,0.08,no,normal,AWD,643.5,169.48,63.74,121.85,483.43
10.05,7.7,60.41,mild,-4.85,31.09,0.67,yes,normal,AWD,1279.21,197.22,193.45,803.32,473.57
27.25,8.36,58.89,mild,0.72,35.31,0.37,yes,sport,RWD,570.92,263.52,229.82,121.34,541.66
19.96,4.29,42.24,mild,-0.39,40.54,0.05,no,eco,AWD,1634.56,192.8,221.15,190.15,585.39
59.08,12.3,58.92,cold,-1.27,61.44,0.24,yes,normal,FWD,1693.92,173.35,74.13,832.35,497.77
94.7,8.27,60.24,hot,-4.25,64.16,0.24,yes,eco,RWD,171.32,254.93,167.69,150.62,638.16
35.49,0.68,58.05,hot,2.84,68.91,0.01,no,eco,FWD,1591.19,294.65,103.58,402.55,601.6
89.96,4.08,61.61,cold,0.7,49.09,0.8,yes,eco,RWD,1253.0,241.79,124.02,796.88,604.8
89.68,4.39,49.77,mild,1.25,112.23,0.09,yes,eco,AWD,1736.76,258.94,236.21,814.87,612.71
32.07,10.51,50.01,hot,1.67,44.72,0.55,no,normal,AWD,1773.35,248.76,145.27,387.94,492.14
21.71,1.35,50.25,mild,-4.05,79.24,0.89,no,normal,AWD,110.03,222.96,78.44,981.17,481.4
18.63,8.56,57.56,mild,-0.84,99.08,0.56,yes,sport,RWD,1939.71,287.48,135.68,683.21,420.02
58.62,5.43,40.34,mild,1.07,99.82,0.38,no,normal,AWD,567.51,151.81,248.32,566.33,591.83
92.02,2.62,55.66,hot,-4.74,91.07,0.13,no,eco,FWD,267.5,274.42,58.2,530.25,645.75
67.67,7.8,46.99,cold,-2.07,115.01,0.46,no,normal,RWD,1685.76,276.37,66.13,315.26,481.15
47.92,12.18,43.96,cold,4.76,79.4,0.79,no,normal,FWD,654.27,298.02,133.19,398.97,504.76
38.2,1.76,42.94,mild,-1.33,92.1,0.94,no,sport,RWD,223.84,156.91,220.93,565.4,545.21
52.85,13.14,41.72,mild,-2.83,87.58,0.78,no,sport,FWD,375.25,204.6,170.51,560.59,496.58
46.74,7.26,56.14,hot,1.39,25.66,0.71,yes,sport,RWD,1800.12,281.82,216.86,797.16,493.33
31.39,1.54,56.87,hot,-2.46,34.35,0.92,yes,normal,AWD,1352.06,267.86,86.16,644.1,449.56
45.23,12.24,47.05,hot,2.42,57.85,0.43,no,sport,AWD,1312.67,294.05,229.28,162.11,530.79
51.7,8.77,57.7,mild,-3.09,93.35,0.82,no,sport,FWD,571.3,184.77,218.79,897.14,545.92
80.27,1.44,59.05,hot,-2.45,28.04,0.81,no,normal,AWD,604.66,158.89,235.11,117.7,665.08
57.64,10.56,51.49,mild,3.05,104.52,0.89,yes,normal,AWD,1401.69,208.46,185.04,848.91,446.39
17.91,9.85,64.78,cold,2.78,61.77,0.65,no,sport,AWD,646.7,165.31,62.33,305.28,449.85
20.2,3.94,50.89,cold,-3.26,56.27,0.01,yes,sport,RWD,1211.22,295.91,157.4,462.87,508.09
69.5,3.73,58.19,mild,-2.08,82.65,0.04,yes,eco,RWD,449.13,156.41,68.48,286.26,594.54
58.68,10.69,41.45,hot,-4.43,76.68,0.26,no,normal,FWD,197.5,200.99,147.79,402.93,536.62
94.36,1.83,48.43,mild,-3.47,57.96,0.84,yes,normal,RWD,1116.16,185.39,101.11,870.28,584.37
66.46,14.69,50.16,hot,0.08,117.49,0.74,no,eco,AWD,953.7,298.24,233.24,803.2,545.67
83.27,13.61,53.51,mild,-2.47,109.86,0.71,yes,normal,RWD,190.54,260.82,95.46,579.95,471.58
76.63,13.53,48.22,hot,2.26,118.8,0.91,no,sport,RWD,273.16,260.92,227.55,733.44,518.61
32.99,4.53,44.66,cold,3.03,45.67,0.46,no,normal,FWD,896.81,293.74,231.57,213.64,566.91
79.35,8.91,50.28,cold,4.87,58.32,0.98,yes,normal,RWD,1622.23,283.32,230.79,366.98,536.11
87.36,14.38,52.2,hot,1.62,77.95,0.17,yes,eco,AWD,188.29,283.0,182.55,269.58,612.96
65.46,11.81,43.37,mild,1.72,97.04,0.63,yes,normal,RWD,266.39,214.65,214.76,866.29,522.53
73.67,7.23,60.39,cold,-3.28,63.32,0.16,yes,normal,RWD,1673.35,298.1,78.78,368.75,559.34
89.62,6.53,55.55,mild,4.87,33.89,0.54,yes,eco,FWD,801.97,160.53,110.47,902.61,573.62
90.99,13.24,64.01,mild,-2.56,43.85,0.48,no,normal,AWD,1933.47,240.95,112.9,397.42,564.32
95.37,2.37,56.42,hot,-3.26,49.75,0.81,yes,normal,AWD,754.76,290.41,104.51,885.46,577.28
55.49,9.56,51.27,hot,1.3,58.12,0.62,yes,sport,AWD,1945.13,292.23,104.93,636.28,457.0
24.94,3.09,57.99,hot,1.05,51.4,0.67,yes,sport,AWD,191.87,278.85,96.01,433.2,492.46
21.4,5.35,60.8,hot,-2.88,93.95,0.01,no,normal,RWD,220.17,203.1,169.29,223.93,575.97
44.34,1.81,47.58,mild,3.87,23.29,0.45,yes,sport,RWD,197.85,208.76,245.43,347.64,581.89
27.51,0.06,45.8,mild,-4.49,109.54,0.82,yes,normal,AWD,1331.0,203.29,85.79,468.25,413.86
48.55,14.63,41.81,hot,1.78,98.23,0.56,yes,eco,FWD,1805.1,240.17,193.56,935.37,466.78
45.93,7.69,64.38,hot,-2.15,69.05,0.86,yes,sport,AWD,833.85,228.09,71.41,613.54,478.35
95.61,0.04,43.25,mild,2.62,99.98,0.68,yes,eco,AWD,1449.45,297.49,246.78,766.53,619.44
77.94,14.15,42.13,mild,2.89,61.54,0.93,yes,normal,AWD,168.83,271.49,83.67,265.8,467.94
17.27,5.2,54.56,cold,0.99,91.13,0.15,no,sport,RWD,1136.64,234.09,88.82,835.95,467.05
17.75,8.82,51.75,hot,3.39,38.61,0.7,no,normal,AWD,859.69,280.92,79.18,949.89,453.48
92.6,4.93,59.29,cold,-4.42,119.37,0.33,yes,sport,FWD,1141.74,248.88,133.51,570.38,537.2
44.08,10.36,49.04,hot,-1.7,20.35,0.34,no,eco,RWD,1140.71,193.02,81.47,786.2,508.38
73.45,8.36,61.96,hot,-3.55,94.59,0.04,yes,normal,RWD,529.27,154.58,72.38,486.7,562.15
59.43,0.93,42.39,cold,4.96,81.74,0.55,no,normal,AWD,1469.3,264.42,200.54,513.01,584.8
59.42,0.99,53.26,hot,3.71,89.24,0.9,no,normal,AWD,671.17,265.99,212.05,516.26,584.85
26.64,10.89,41.02,hot,4.87,119.96,0.91,no,eco,RWD,829.7,291.84,249.7,254.04,476.58
52.54,9.26,50.17,mild,3.38,117.52,0.14,yes,normal,FWD,1217.1,209.42,236.28,659.09,529.95
31.22,4.07,59.82,mild,1.01,98.36,0.41,no,eco,RWD,721.22,155.87,53.39,106.8,507.17
68.63,7.42,47.65,hot,-0.81,31.17,0.75,no,normal,RWD,1144.26,261.8,93.68,365.43,552.72
46.68,5.65,55.79,mild,1.29,92.82,0.15,yes,eco,RWD,1203.23,157.45,115.09,815.58,520.48
59.16,11.23,58.48,hot,-4.64,40.78,0.54,no,sport,FWD,657.47,168.35,118.33,914.07,540.09
61.86,0.44,48.95,hot,-2.55,91.71,0.87,yes,normal,FWD,342.49,187.97,148.23,969.62,551.53
75.97,3.6,46.97,cold,0.75,65.38,0.22,yes,eco,RWD,1952.04,219.68,188.26,380.46,599.55
25.69,10.58,40.12,hot,2.06,100.55,0.61,no,sport,FWD,982.03,286.23,136.42,477.4,416.23
28.99,2.09,56.34,hot,-1.63,82.33,0.63,no,eco,FWD,386.25,225.55,194.64,266.64,606.34
75.33,1.97,43.82,mild,2.77,83.51,0.03,no,normal,RWD,1665.81,297.03,193.97,876.09,642.15
82.5,1.9,44.93,mild,4.42,61.18,0.99,no,sport,RWD,1942.95,225.89,236.97,644.5,578.06
46.56,8.22,50.3,hot,-0.37,67.19,0.25,yes,normal,FWD,1650.49,218.81,206.23,538.78,568.79
26.28,9.46,55.28,cold,1.73,75.34,0.04,yes,normal,AWD,622.8,244.39,204.1,751.82,541.15
44.81,9.52,57.51,hot,2.05,70.1,1.0,yes,normal,AWD,1828.6,290.22,123.26,848.55,448.44
88.86,7.81,53.29,cold,1.79,70.47,0.88,no,normal,RWD,1370.66,161.16,203.7,629.58,632.33
25.4,6.56,51.77,mild,2.23,49.32,0.77,yes,normal,FWD,1163.18,157.04,242.54,138.32,536.34
10.7,4.18,47.62,cold,2.84,96.47,0.28,yes,eco,AWD,1364.07,193.82,190.49,432.14,487.5
13.82,14.28,46.39,hot,-3.42,83.87,0.36,no,normal,FWD,595.26,158.87,213.5,676.09,504.53
62.09,10.68,60.02,hot,-3.17,62.29,0.59,yes,sport,FWD,1126.7,269.17,136.69,534.59,501.82
51.25,6.46,60.16,hot,-2.45,34.68,0.42,no,normal,FWD,1493.38,266.83,76.17,903.13,547.2
65.68,3.71,56.3,hot,3.23,31.23,0.59,yes,eco,AWD,1045.82,289.68,210.61,247.64,606.27
95.71,13.41,40.85,mild,4.27,47.52,0.64,yes,eco,AWD,516.61,154.34,144.11,436.7,538.05
53.44,10.08,53.54,cold,4.61,95.58,0.41,yes,sport,RWD,1707.67,218.4,83.0,633.88,418.77
48.22,14.5,53.02,cold,-1.28,41.57,0.62,no,sport,RWD,1135.89,289.73,105.7,119.53,480.21
64.1,3.93,60.0,cold,-3.07,68.36,0.8,no,normal,RWD,794.68,293.94,112.27,739.43,584.55
88.07,8.86,42.11,mild,-1.76,96.16,0.75,yes,eco,RWD,1186.22,187.86,246.16,350.62,579.67
14.94,12.34,48.23,hot,3.46,113.52,0.92,no,eco,RWD,1617.05,242.83,186.77,265.78,415.99
28.55,6.59,52.32,cold,-2.65,23.83,0.03,no,sport,AWD,1728.96,186.43,144.5,215.09,492.68
86.51,14.94,45.41,hot,-0.95,95.08,0.56,yes,sport,RWD,819.91,230.91,101.48,600.95,458.1
67.68,6.64,61.74,hot,3.22,96.7,0.36,yes,normal,FWD,987.66,298.09,136.85,751.22,558.69
15.04,6.44,64.89,cold,4.08,25.27,0.71,yes,sport,RWD,1534.08,219.04,134.88,465.83,432.39
37.6,3.36,41.13,cold,-4.94,101.44,0.95,no,eco,FWD,770.05,267.13,70.57,733.68,433.9
97.25,12.5,58.61,cold,1.26,66.07,0.33,yes,sport,RWD,1159.92,181.29,183.8,279.07,580.4
83.95,9.62,46.92,mild,-4.34,114.93,0.23,yes,eco,AWD,397.82,182.91,94.49,361.17,508.25
93.58,6.36,54.88,hot,-4.01,21.86,0.24,yes,normal,FWD,1431.21,227.31,73.7,640.92,533.76
70.52,3.51,45.34,cold,-2.97,116.71,0.45,no,sport,FWD,1340.02,195.92,201.82,174.36,555.24
26.5,8.95,50.74,hot,3.97,49.29,0.52,yes,sport,RWD,1881.48,207.65,180.15,289.71,458.37
35.51,7.59,51.18,cold,-3.74,109.43,0.18,yes,sport,AWD,1681.46,240.92,76.64,321.48,405.89
36.55,1.98,59.41,mild,0.68,36.37,0.2,yes,sport,AWD,1338.7,234.21,107.9,160.77,521.56
10.76,11.0,57.32,cold,-0.92,31.61,0.73,no,normal,FWD,949.99,226.73,169.8,557.45,506.28
96.66,14.09,52.23,mild,-0.69,69.42,0.79,yes,eco,AWD,369.17,213.77,131.61,917.55,551.21
54.64,6.11,50.29,cold,-3.96,40.91,0.62,yes,sport,RWD,1515.75,177.33,179.38,583.12,524.47
16.51,14.31,56.18,mild,-4.45,99.63,0.73,yes,sport,FWD,767.51,291.31,151.06,569.07,406.06
75.17,8.88,51.32,hot,3.41,51.69,0.18,no,sport,RWD,1906.42,299.45,197.5,258.61,598.56
19.25,2.33,53.35,mild,-3.23,66.94,0.04,no,sport,RWD,1224.25,283.91,177.37,433.99,555.92
48.53,13.3,53.59,mild,-3.67,71.32,0.54,yes,eco,AWD,234.42,205.1,74.08,267.44,458.17
19.45,3.57,56.44,cold,2.93,24.12,0.79,yes,normal,AWD,1300.4,164.51,228.65,386.81,504.15
16.35,4.83,64.39,cold,2.09,54.57,0.7,no,normal,FWD,1395.31,179.94,59.34,865.93,499.44
79.15,2.82,63.62,cold,-1.32,76.84,0.4,yes,sport,RWD,291.39,184.88,206.2,967.07,658.43
25.96,6.89,52.2,cold,3.91,113.92,0.17,yes,eco,AWD,113.89,289.81,119.93,419.74,459.54
62.65,12.35,57.72,cold,1.43,70.19,0.84,no,eco,RWD,991.82,252.06,210.96,275.87,599.27
22.82,2.34,57.6,mild,-0.93,87.95,0.09,yes,sport,RWD,576.96,286.24,232.72,498.23,558.34
60.47,13.16,58.81,hot,2.97,95.13,0.42,yes,normal,RWD,256.07,214.09,236.49,425.86,573.85
92.67,5.36,43.16,cold,-0.5,112.1,0.43,yes,normal,AWD,780.28,183.42,77.22,475.24,519.02
80.07,12.47,50.48,cold,-0.64,102.7,0.31,yes,normal,AWD,973.34,214.37,152.5,605.87,506.59
42.49,2.83,64.89,hot,2.69,92.23,0.07,no,normal,AWD,192.57,299.61,176.72,258.32,620.65
54.53,10.6,63.1,hot,-3.02,24.07,0.63,yes,normal,RWD,1309.01,164.5,239.82,473.36,537.26
39.99,7.77,54.68,hot,-2.58,62.29,0.1,no,eco,AWD,1734.86,223.17,231.16,406.44,618.02
32.56,3.62,64.09,hot,2.5,52.24,0.13,no,normal,FWD,769.84,241.71,215.7,137.15,649.94
83.59,1.35,44.81,cold,2.65,37.57,0.02,yes,normal,FWD,1925.63,187.24,130.11,624.85,569.83
65.16,12.48,63.23,hot,2.18,77.87,0.13,no,sport,FWD,168.54,154.87,129.18,801.9,578.54
91.68,8.43,45.15,hot,-1.03,59.83,0.53,yes,normal,RWD,253.79,233.1,206.74,759.3,606.04
64.97,9.08,55.63,cold,-2.98,27.54,0.19,yes,sport,RWD,1127.68,277.89,67.88,341.44,500.94
19.77,12.51,61.45,mild,1.93,111.11,0.85,no,normal,RWD,1538.56,245.28,118.16,451.16,436.28
23.45,8.59,64.84,cold,4.48,33.41,0.02,no,normal,AWD,1902.77,182.79,73.57,683.53,489.02
20.87,2.59,49.29,cold,4.23,90.3,0.55,no,eco,RWD,1151.4,258.0,237.22,411.48,548.03
32.55,6.86,45.11,cold,-0.28,117.22,0.04,yes,normal,RWD,1451.25,221.94,104.53,542.83,451.93
89.21,2.32,53.13,mild,0.69,87.2,0.94,yes,normal,FWD,1886.84,204.7,53.39,542.31,524.05
80.08,7.23,49.0,mild,-0.87,26.41,0.96,yes,eco,AWD,1039.41,183.65,105.85,609.06,504.8
23.1,4.17,41.53,mild,-4.15,103.38,0.22,no,sport,AWD,429.85,264.02,113.63,438.22,460.95
70.93,3.24,55.93,hot,4.44,50.08,0.11,no,sport,RWD,1788.55,292.12,177.62,242.71,617.45
93.43,9.25,43.06,mild,-1.58,58.03,0.22,no,sport,AWD,1557.81,157.85,199.51,262.77,595.83
31.38,13.58,47.2,hot,-3.43,67.53,0.74,no,eco,FWD,1401.0,169.91,230.52,655.29,536.05
61.98,6.86,44.14,mild,-1.98,55.04,0.79,yes,eco,RWD,938.4,238.43,126.68,758.18,533.18
75.94,2.29,44.61,mild,-0.81,86.0,0.79,no,sport,AWD,952.82,253.88,212.64,975.8,576.4
93.51,3.0,46.43,hot,-4.7,42.3,0.89,no,sport,FWD,1325.18,295.93,134.54,115.94,577.03
26.77,12.36,64.04,mild,1.76,80.95,0.39,yes,eco,RWD,1053.81,190.27,57.71,900.1,467.53
32.05,8.41,48.47,cold,-2.57,102.79,0.87,yes,eco,AWD,925.87,241.81,101.49,625.3,433.4
53.4,12.7,59.77,hot,2.8,36.09,0.78,yes,eco,AWD,543.5,183.26,237.7,866.87,551.86
76.12,14.45,50.08,hot,4.64,25.37,0.03,yes,sport,RWD,1877.19,151.04,128.7,948.13,461.07
90.66,1.86,57.5,hot,-4.98,23.64,0.7,yes,eco,AWD,1127.39,173.94,65.53,278.02,537.7
30.19,2.0,57.44,hot,-0.89,25.31,0.73,yes,eco,AWD,208.61,192.51,204.31,947.33,562.8
57.54,1.91,43.05,cold,0.89,21.44,0.76,yes,normal,AWD,627.73,190.5,204.79,357.51,556.91
31.0,6.19,51.11,mild,-1.39,78.44,0.59,yes,eco,AWD,962.87,238.62,101.34,144.49,479.0
26.9,9.65,47.48,mild,2.87,79.4,0.74,no,normal,RWD,662.12,172.51,117.81,173.47,477.02
77.88,8.95,54.01,mild,-3.79,117.86,0.28,yes,sport,FWD,1277.44,239.91,169.34,865.36,494.85
56.98,13.22,56.71,mild,3.84,20.82,0.52,yes,eco,FWD,1460.87,171.65,210.99,106.57,526.53
68.82,5.78,55.13,cold,-3.11,69.27,0.04,no,normal,AWD,1956.71,236.27,101.4,139.69,571.08
26.02,13.63,53.67,mild,0.84,116.92,0.41,no,normal,AWD,1462.32,268.48,167.09,770.35,438.4
11.71,8.68,57.92,cold,-2.59,43.82,0.83,yes,normal,AWD,1514.52,274.36,170.31,515.96,466.28
18.66,3.21,55.94,cold,-4.87,90.22,0.95,no,normal,FWD,1577.37,228.57,190.07,777.66,484.15
46.59,5.12,63.28,hot,1.57,29.94,0.52,yes,eco,AWD,1681.0,217.16,164.22,500.29,532.47
76.3,11.31,57.27,hot,-3.51,70.77,0.03,no,eco,AWD,295.26,167.17,107.82,452.98,615.33
62.31,12.53,47.66,mild,-4.18,33.51,0.41,yes,eco,RWD,1166.87,236.85,233.9,379.85,555.53
39.84,1.89,57.61,cold,-3.01,103.65,0.63,yes,eco,FWD,214.14,282.24,86.85,264.5,499.61
98.14,14.64,58.49,cold,-2.52,118.09,0.06,yes,normal,AWD,980.55,260.92,221.99,664.26,550.47
18.22,4.05,57.18,cold,1.5,73.49,0.81,no,sport,AWD,634.14,182.95,241.82,911.55,549.05
62.01,9.16,57.8,mild,-2.2,34.15,0.8,yes,normal,FWD,1099.65,208.38,52.7,693.48,476.68
75.4,2.97,49.4,mild,0.97,39.09,1.0,no,sport,RWD,741.47,287.85,93.73,527.25,552.57
48.89,14.6,54.6,cold,0.12,42.51,0.81,yes,normal,RWD,1686.69,232.6,71.09,326.28,454.35
97.51,10.16,58.51,hot,4.89,71.59,0.11,yes,sport,AWD,197.88,280.86,71.68,936.75,542.35
49.84,9.62,57.79,cold,2.98,78.59,0.7,no,normal,RWD,999.49,179.88,191.68,761.36,575.18
84.47,8.27,46.25,cold,-1.31,62.76,0.67,no,normal,AWD,1480.14,174.2,145.87,923.86,553.31
14.31,0.18,63.24,cold,0.33,74.17,0.21,yes,normal,AWD,1035.5,240.32,88.95,236.28,508.64
80.93,12.75,46.63,mild,-2.35,72.16,0.86,no,normal,FWD,576.41,215.87,193.97,783.82,582.73
89.21,3.72,58.71,mild,3.21,96.27,0.75,yes,sport,RWD,430.9,267.41,52.9,901.22,531.13
63.02,8.61,43.74,hot,-3.36,25.84,0.15,no,normal,AWD,617.3,275.07,125.84,668.54,536.37
11.33,9.1,50.05,hot,-2.93,52.4,0.76,no,normal,AWD,1368.23,265.77,83.21,480.17,427.15
12.4,12.98,50.18,hot,-0.88,47.36,0.49,no,normal,RWD,1441.99,239.26,115.64,978.84,456.35
42.22,8.88,53.57,cold,-2.35,64.41,0.01,yes,sport,AWD,110.84,182.55,208.55,411.31,537.02
30.29,13.17,56.88,cold,4.02,53.16,0.31,no,eco,FWD,489.49,174.72,185.41,997.36,569.29
84.2,8.28,57.94,mild,2.07,89.29,0.77,yes,eco,RWD,890.47,182.8,209.73,945.48,606.95
53.45,13.55,52.03,cold,0.58,76.67,0.19,no,normal,AWD,1501.33,224.74,98.83,615.41,502.91
19.4,11.23,43.92,cold,2.2,40.81,0.98,yes,normal,RWD,1926.9,284.8,189.43,108.31,418.28
52.45,12.72,55.19,cold,-1.24,116.35,0.35,no,normal,AWD,968.72,181.97,125.28,707.89,499.82
20.4,11.92,47.58,hot,3.37,113.7,0.37,yes,sport,RWD,420.51,217.7,222.01,202.95,449.63
21.67,5.27,53.29,hot,-4.82,47.21,0.56,no,eco,RWD,675.36,274.92,60.2,689.37,509.39
98.48,3.15,58.12,hot,-3.86,58.99,0.23,yes,sport,AWD,1317.86,236.51,123.81,104.05,609.42
97.52,4.31,54.96,hot,3.34,109.48,0.01,no,normal,FWD,1356.48,251.9,74.31,399.7,594.57
38.53,3.08,63.5,hot,1.85,98.25,0.1,no,eco,RWD,1490.68,241.2,96.87,380.89,563.36
64.89,7.46,41.76,cold,2.33,104.35,0.26,no,normal,RWD,496.58,198.2,222.22,491.57,568.57
97.99,12.04,50.66,hot,-4.59,89.87,0.21,yes,eco,RWD,324.96,240.01,55.38,684.27,560.91
93.57,1.04,47.89,cold,1.4,76.33,0.37,no,normal,FWD,1271.41,182.18,124.76,500.88,657.45
72.62,12.09,56.23,hot,0.57,93.03,0.6,yes,eco,RWD,146.32,225.89,148.36,165.55,552.04
83.62,1.14,59.18,mild,4.65,62.89,0.28,yes,sport,FWD,1572.96,270.64,71.24,980.06,573.1
84.12,9.14,45.06,mild,-4.88,103.78,0.62,yes,sport,FWD,295.76,197.95,222.06,236.85,521.02
51.48,3.88,44.53,mild,-2.77,28.2,0.91,no,normal,RWD,341.79,284.62,63.52,820.25,520.04
91.02,9.16,57.14,mild,-1.97,60.36,0.24,no,normal,AWD,736.42,258.88,206.36,611.3,652.25
40.11,8.37,62.3,mild,3.5,47.78,0.11,no,sport,RWD,1495.17,173.8,241.17,561.54,573.49
90.68,5.33,42.11,hot,-2.96,80.23,0.82,yes,sport,RWD,1633.03,266.76,158.24,537.44,521.96
71.75,1.85,46.93,cold,-1.32,65.5,0.67,yes,normal,RWD,1977.09,238.81,116.47,701.42,552.13
67.05,10.49,40.5,mild,2.51,26.32,0.95,no,eco,AWD,272.44,232.93,117.4,856.47,494.78
19.02,4.65,52.27,cold,2.91,91.53,0.31,no,eco,FWD,481.0,244.65,185.79,319.35,576.82
48.6,3.79,60.86,cold,-2.71,70.67,0.84,yes,normal,RWD,1051.7,287.42,246.31,653.89,598.69
49.88,13.16,51.63,hot,1.18,25.26,0.22,no,eco,FWD,624.42,237.94,124.65,933.73,554.93
18.93,7.27,60.93,mild,1.33,69.77,0.88,no,eco,RWD,1160.5,283.93,88.24,299.47,492.62
95.43,7.79,49.74,hot,3.41,108.41,0.92,no,normal,FWD,1022.79,246.45,100.77,711.88,524.12
97.48,7.06,44.02,mild,-2.15,55.18,0.13,yes,eco,AWD,703.09,253.17,226.83,566.52,672.6
70.87,12.48,64.09,mild,-3.02,64.15,0.56,no,eco,RWD,1574.23,150.01,93.46,386.45,570.7
95.85,5.86,59.85,mild,3.8,49.42,0.2,no,normal,FWD,1572.56,256.03,218.58,156.7,685.92
53.46,1.72,59.28,mild,-0.24,99.9,0.85,yes,sport,AWD,1477.88,150.46,53.72,494.02,465.49
33.72,3.21,59.26,cold,1.75,87.04,0.38,no,normal,FWD,283.59,161.39,177.96,662.85,593.06
67.94,5.53,42.51,hot,-3.35,65.77,0.74,yes,normal,RWD,971.25,160.03,111.4,262.14,516.75
20.03,9.44,53.37,mild,-2.3,41.93,0.95,no,sport,RWD,1378.81,264.16,165.69,330.27,469.33
85.01,9.39,41.53,hot,1.86,81.44,0.49,no,normal,AWD,1500.67,276.84,142.94,943.8,577.0
96.75,0.09,50.04,mild,-2.98,65.11,0.87,no,sport,AWD,992.77,284.5,222.56,188.63,653.54
81.15,0.31,64.91,mild,0.23,118.23,0.33,no,normal,FWD,714.57,268.02,113.65,645.47,623.21
